,Synonyms,Japanese,English,Spanish,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Theme,Demographic,Genre,Demographics
123,,HELLSING OVA,Hellsing Ultimate,,['OVA'],10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,"['GDH', 'Geneon Entertainment USA', 'Shounen Gahousha']",['Funimation'],"['Madhouse', 'Satelight', 'Graphinica']",['Manga'],"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",49 min. per ep.,R - 17+ (violence & profanity),8.35,#243,#181,"971,216","22,618",502504,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead. Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil. In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare. [Written by MAL Rewrite]","['Prequel (Special) Hellsing: The Dawn', 'Adaptation (Manga) Hellsing']",Hellsing Ultimate,,,,['Seinen'],,
124,"Boku no Piko, My Pico, Boku no Pico OVA 1 - My Pico",ぼくのぴこ,,,['OVA'],1,Finished Airing,"Sep 7, 2006",,,['Natural High'],"None found,","['Sugar Boy', 'Blue Cat']",Original,"['Boys Love', 'Hentai']",,32 min.,Rx - Hentai,4.22,N/A,#1388,"184,008","1,768",123550,"Upbeat and effeminate Pico is working at his grandfather's coffee shop, Café Bebe, for the summer. Tamotsu is a white-collar worker looking for an escape from the mundanity of his everyday life. When they meet at the café, sparks of love and lust quickly draw the two together. Conventional notions of age, gender, and sexuality are broken down as the pair seeks carnal gratification in one another's company. But do the pleasures of flesh equate to a connection between hearts? [Written by MAL Rewrite]","['Sequel (OVA) Pico to Chico', 'Adaptation (Doujinshi) Boku no Pico']",Boku no Pico,,,,,,
125,"PoT OVA, Tennis no Ouji-sama: Zenkoku Taikai hen, Prince of Tennis: The National Tournament",テニスの王子様 Original Video Animation 全国大会編,The Prince of Tennis: National Championship Chapter,,['OVA'],13,Finished Airing,"Mar 24, 2006 to Mar 23, 2007",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.88,#857,#3391,"47,917",64,26183,"Freshman tennis prodigy Ryouma Echizen and the Seishun Academy Boys' Tennis Team have finally reached the National Tournament, eager to fight for the championship title and claim it as their own. Seishun's first match is against Higa Middle School, the Okinawa-based team labeled as the ""dark horse"" of the tournament. After watching Higa defeat their first round of opponents using dirty tactics, the Seishun team is determined to show them the value of a fair, hard-earned victory. Awaiting the winners of the matchup in the quarterfinals is one of Seishun's old rivals: Hyoutei Academy, who are determined to restore their pride after the events at the Kanto Regionals. Hyoutei seeks to prove to everyone that they deserve to be at the Nationals despite only qualifying through a special invitation. Tennis no Oujisama: Zenkoku Taikai-hen covers the beginning of the long-awaited National Tournament as Ryouma and the Seishun team meet foes of past and present, each with their own unique ideals on how tennis should be played! [Written by MAL Rewrite]","['Prequel (TV) Tennis no Oujisama', 'Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal', 'Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Zenkoku Taikai-hen,,,,['Shounen'],['Sports'],
126,"Deep Imagination, Dan Petory Kyoushu no Yuutsu, Professor Dan Petry's Blues, End of the World, Kigeki, Comedy, Higan, Beyond, Garakuta no Machi, Junk Town",スウェットパンチ,Sweat Punch,,['OVA'],5,Finished Airing,"Mar 2, 2002 to Jul 1, 2006",,,"['Grasshoppa!', 'Beyond C.']","None found,",['Studio 4°C'],Original,"['Action', 'Fantasy']","['Historical', 'Mecha']",11 min. per ep.,R+ - Mild Nudity,7.27,#2987,#3790,"39,342",190,16372,Sweat Punch is a series of five Studio 4°C shorts collected as a direct-to-DVD package film entitled Deep Imagination.,[],Sweat Punch,,,,,,
127,,鬼公子　炎魔,Demon Prince Enma,,['OVA'],4,Finished Airing,"Aug 24, 2006 to Mar 23, 2007",,,['Bandai Visual'],"['Bandai Entertainment', 'Bandai Visual USA']","[""Brain's Base""]",['Manga'],"['Horror', 'Mystery', 'Supernatural']","['Detective', 'Gore', 'Mythology']",40 min. per ep.,R+ - Mild Nudity,7.02,#4299,#4924,"22,109",47,7629,"Enma is a character created by the genius manga artist Go Nagai. Now, the popular character makes his appearance in an alluring Japanese horror anime for adults. It's a hair-raising erotic suspense in which Enma takes on complicated and gruesome incidents caused by demons who lurk in the darkness. But humans have lit up the darkness of the night with neon lights and turned their world into one that never sleeps, so demons now lurk in the ""darkness of the human heart."" Unfulfilled hearts, suppressed hearts, despair,...such darkness of the heart is the place they lurk. Enma is the Demon Prince of the Underworld, a demon ""Born of Fire."" His mission is to take back or destroy demons that have escaped to the human world from the Underworld. Along with his partner, Princess Yukihime, ""Born of Ice,"" and the monster, Kapaeru, Enma sets up ""Enma's Detective Agency."" Tonight, like any other night, they will roam the sleepless city. Horrific incidents that could not possibly be human acts occur one after another. The stench of evil lingers at the scene... Enma's fire rips through the darkness! (Source: Bandai Entertainment)","['Adaptation (Manga) Kikoushi Enma', '']",Kikoushi Enma,,,,['Seinen'],,
128,,そらのいろ、みずのいろ,"Color of Sky, Color of Water",,['OVA'],2,Finished Airing,"Jul 28, 2006 to Jun 27, 2008",,,['Nihikime no Dozeu'],"None found,",['Himajin Planning'],Visual novel,,,28 min. per ep.,Rx - Hentai,7.12,N/A,#5366,"17,863",136,7688,"Asa & Natsume are both in love with Hajime Saisho. Instead of fighting over him, they both promised to share him equally. However, both girls have to leave him by the end of the summer. As the summer days go by, they each spend their precious time with Hajime, while the day of their fated departure draws near. (Source: ANN)",[],"Sora no Iro, Mizu no Iro",,,['Love Polygon'],,['Hentai'],
129,,姉☆孕みっくす,,,['OVA'],4,Finished Airing,"Aug 26, 2006 to Sep 15, 2007",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,,,26 min. per ep.,Rx - Hentai,6.79,N/A,#5804,"14,610",72,6077,"Since the early death of his parents, Takami Akitoshi has lived alone with his beautiful elder sister, Hitomi, while concealing his dirty desires for her. One day, a mysterious girl named Mina enters his room. She introduces herself as Death and explains that she came to take his soul because he had reached the end of his lifespan. Hearing his screams, Hitomi runs in and, after the situation is explained to her, asks Mina to spare him. Mina, moved by her earnestness, tells them that if Takami fathers a child within a week, she will let him live another 10 years. Hearing her condition, he turns his face to Hitomi… (Source: AnimeNfo)",[],Ane☆Haramix,,,,,['Hentai'],
130,Resident Evil 4: Incubate,バイオハザード4 Incubate,,,['OVA'],1,Finished Airing,"Sep 28, 2006",,,['Capcom'],"None found,","None found,",Game,"['Action', 'Horror', 'Mystery', 'Supernatural', 'Suspense']","['Detective', 'Military', 'Mythology']",1 hr. 22 min.,R - 17+ (violence & profanity),6.08,#9499,#7068,"8,993",7,3801,After the Playstation port of Resident Evil 4 hit the stores Capcom released a new 97 minute DVD some time later which intended to summarize the whole story of Resident Evil 4. It's played on English audio with Japanese subtitles. It also included a little book which explains the life on El Pueblo before and the arrival of Osmund Saddler. It also solved some plot holes like the whereabouts of the children. It contains many of the scenes original to Resident Evil 4. (Source: Resident Evil Wiki),"['Sequel (Movie) Biohazard: Degeneration', '']",Biohazard 4: Incubate,,,,,,
131,,スカイガールズ,,,['OVA'],1,Finished Airing,"Aug 25, 2006",,,['Konami'],"None found,",['J.C.Staff'],Original,,"['Mecha', 'Military']",28 min.,PG-13 - Teens 13 or older,6.59,#6505,#7546,"7,593",5,3714,"After the first war between humanity and the alien species known as Worms, the Earth is a shadow of its former self, with many landmasses submerged and countless human lives lost. When the Worms return, nearly every able body is drafted to join the desperate fight. Otoha Sakurano, Eika Ichijou, and Karen Sonomiya are three young girls tasked with forming an elite unit of ""Sonic Divers"": soldiers using innovative new exoskeleton technology to enhance their combat. When their covert carrier is viciously ambushed, the girls must suit up and prove that their unit has what it takes to protect humanity. [Written by MAL Rewrite]","['Adaptation (Manga) Sky Girls', '']",Sky Girls OVA,,,,,['Sci-Fi'],
132,Kaleido Star: It's Good! Goood!!,ぐっどだよ！ぐぅ～っど！！,,,['OVA'],1,Finished Airing,"Sep 27, 2006",,,['HAL Film Maker'],"None found,",['Gonzo'],Original,,,26 min.,G - All Ages,6.69,#5955,#7632,"7,388",8,3338,"In 3 short scenes with chibi-versions of Sora, Layla, May and others you'll find out how to cook, how to play with diabolo and learn some words from seal language. (Source: ANN)",[],Kaleido Star: Good da yo! Goood!!,,,,,['Comedy'],
133,"UFO Princess Walküre 4, UFO Princess Walküre: Toki to Yume to Ginga no Utage, UFO Princess Warukyure: Toki to Yume to Ginga no Utage",円盤皇女ワるきゅーレ 時と夢と銀河の宴,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",,['OVA'],2,Finished Airing,"Jul 21, 2006 to Oct 25, 2006",,,"['Media Factory', 'KlockWorx', 'Toshiba Entertainment']","['ADV Films', 'Funimation']",['TNK'],['Manga'],"['Comedy', 'Romance', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,6.80,#5317,#7896,"6,807",1,3079,"The strange and magical events of the last season have left Kazuto with two Valkyries. He now finds himself living with and looking after both a teenaged-princess Valkyrie, as well as the child-princess Valkyrie! And they still have not yet gotten married... (Source: AniDB)","['Prequel (OVA) UFO Princess Valkyrie 3: Seiresetsu no Hanayome', '']",UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,,,,,,
134,,痴漢物語,Legend of the Pervert,,['OVA'],2,Finished Airing,"Aug 11, 2006 to Jan 12, 2007",,,['Digital Works'],"['Media Blasters', 'Kitty Media']",['Y.O.U.C'],Original,,,28 min. per ep.,Rx - Hentai,6.21,N/A,#7985,"6,639",6,2515,"The phrase ""hard work"" takes on an entirely new--and sexy--meaning in Legend of the Pervert. With the office as its setting, this adults-only anime features a woman who enjoys a little solo fun in her office in the mornings and a young man whose female coworkers make him do naughty acts that would make human resources cringe.",[],Chikan Monogatari,,,,,['Hentai'],
135,Anime Kazama Mana,風間愛 (アニメ),Night Shift Nurses: Mana Kazama,,['OVA'],1,Finished Airing,"Aug 25, 2006",,,['Soft on Demand'],"None found,",['Flavors Soft'],Visual novel,,,30 min.,Rx - Hentai,6.08,N/A,#8026,"6,519",31,2653,"This anime focuses on Kazama Mana, the main character of Yakin Byoto 2. She is an intern works for a sanatorium as an intern nurse. Mana looks up to Nightingale, and she want to be an angel in white like her. But, Mizukawa Wataru, the patient whose days are numbered, says to her that there’s no angel and begins to make her a sex game. (Source: ANN)","['Adaptation (Light Novel) Kazama Mana', '']",Kazama Mana,,,,,['Hentai'],
136,,燐月 ～リンゲツ～ THE ANIMATION,Ringetsu The Animation,,['OVA'],3,Finished Airing,"Jul 25, 2006 to Sep 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['Flavors Soft'],Visual novel,,,27 min. per ep.,Rx - Hentai,6.63,N/A,#8159,"6,282",14,2335,"Long time ago, the Rindo family was cursed by a monster. Since then, new born babies have been girls. To break the curse, they had to marry persons of the Higetsu family who have strong spiritual power, and have to bear a child by the next red moon. Now, the curse befalls to Rindo Naoto. In order to break the curse, he has to beget a child with one of four sisters of the Higetsus. (Source: AnimeNfo)",[],Ringetsu The Animation,,,,,['Hentai'],
137,"Jokei Kazoku ~Inbou~, Feminine Family",女系家族 ～淫謀～,The Immorals,,['OVA'],2,Finished Airing,"Aug 25, 2006 to Oct 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['T-Rex'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.51,N/A,#8393,"5,881",11,2183,"An evil politician Arimori Kamoshige have been a local governor for 40 years,. Abusing his power, he has gained wealth and women. The protagonist’s father has managed Arimori’s black money as a right hand person, but later, he was expelled being charged false crime. He got discouraged and called his runaway son, Tatsuya. He asked Tatsuya his revenge on Kamoshige. Soon his father died, and Kamoshige hired Tatsuya as the third secretary. However, Kamo also died 3 months later. Just before his death, he changed the pass code of a safebox which hidden black money was in. Then, the power balance of Arimori Family changed. The person who obtains the hidden money will get become the next ruler. While Arimori Family is conflict for the hidden money, Tatsuya begins his revenge. (Source: AniDB)",[],Jokei Kazoku: Inbou,,,,,['Hentai'],
138,Fantascope Tylostoma,Fantascope~tylostoma~,,,['OVA'],1,Finished Airing,"Aug 1, 2006",,,"None found,","None found,",['Toei Animation'],Unknown,"['Fantasy', 'Supernatural']",,34 min.,R+ - Mild Nudity,6.79,#5412,#8640,"5,476",24,1529,"A man who appears every 700 years. Stretching before the man's eyes the world rusted away to monochrome and gray. Once before the town flourished that is now in ruins. The man now, has a chance meeting with a person, a prositute. A story of passion curling like smoke....Tairosu Tomah's story has begun. (Source: Animenfo)",[],Fantascope: Tylostoma,,,,,,
139,,魔が堕ちる夜,The Night When Evil Falls,,['OVA'],3,Finished Airing,"Aug 25, 2006 to Dec 22, 2006",,,['Cranberry'],"None found,",['Dream Entertainment'],['Light novel'],,,27 min. per ep.,Rx - Hentai,6.38,N/A,#8800,"5,217",20,1905,"Sheliss Elleness Zurbach suddenly appears out of the blue in modern day Tokyo. Destiny has brought her to the human world, destiny in the form of an evil adversary named Gilva. Needing help in tracking down her enemy, she enlists a sexy demon killer. What Sheelis didn't count on was that a crazed, slimy, tentacled magician would paralyze her and turn her into a sex slave. The slimy tentacles slither all over the paralyzed princess' body. A long night of sexual punishment is about to begin... (Source: AniDB)","['Adaptation (Light Novel) Ma ga Ochiru Yoru', '']",Ma ga Ochiru Yoru,The Night When Evil Falls,The Night When Evil Falls,,,['Hentai'],
